test_id,test_category,test_type,temperature,humidity,vibration,pressure,risk_score,pass_fail,test_duration,test_date,standard
TEST_001595,vibration,mechanical_vibration,-30.76,29.79,40.65,884.2,1.0,FAIL,308,2024-11-28 18:31:19.519090,MIL-STD-810 Method 514.8
TEST_001596,vibration,acoustic_vibration,-23.88,77.72,25.84,1061.47,0.737,FAIL,304,2025-06-08 18:31:19.519116,MIL-STD-810 Method 515.8
TEST_001597,humidity,condensation,2.48,64.8,35.37,855.07,0.844,FAIL,434,2024-10-23 18:31:19.519144,ISO 16750-4
TEST_001598,vibration,mechanical_vibration,23.54,38.26,43.39,1188.83,0.964,FAIL,138,2024-08-12 18:31:19.519170,MIL-STD-810 Method 514.8
TEST_001599,vibration,shock,2.05,62.51,43.86,1120.48,0.886,FAIL,328,2025-06-11 18:31:19.519200,IEC 60068-2-27
TEST_001600,humidity,condensation,4.05,55.67,31.81,1066.63,0.521,PASS,211,2024-11-08 18:31:19.519228,ISO 16750-4
TEST_001601,temperature,thermal_shock,31.74,31.6,18.61,948.13,0.413,PASS,44,2025-02-12 18:31:19.519254,IEC 60068-2-14
TEST_001602,humidity,condensation,1.1,73.02,8.32,852.51,0.227,PASS,307,2024-12-16 18:31:19.519281,ISO 16750-4
TEST_001603,temperature,low_temp,26.48,70.39,31.37,1034.44,0.348,PASS,184,2025-02-09 18:31:19.519308,MIL-STD-810 Method 502.7
TEST_001604,temperature,thermal_shock,37.8,48.8,10.56,1127.24,0.521,PASS,389,2024-11-10 18:31:19.519340,IEC 60068-2-14
TEST_001605,temperature,thermal_shock,-32.68,11.92,43.49,1024.92,1.0,FAIL,230,2024-08-14 18:31:19.519368,IEC 60068-2-14
TEST_001606,humidity,water_splash,56.53,43.04,6.98,1138.24,0.551,PASS,185,2025-05-10 18:31:19.519395,IEC 60529
TEST_001607,humidity,humidity_resistance,7.37,82.7,12.45,857.92,0.554,PASS,50,2025-05-07 18:31:19.519421,MIL-STD-810 Method 507.7
TEST_001608,humidity,condensation,50.39,40.01,29.01,817.39,0.882,FAIL,136,2024-10-03 18:31:19.519447,ISO 16750-4
TEST_001609,vibration,shock,-26.63,71.88,17.04,1136.93,0.69,PASS,261,2024-09-12 18:31:19.519477,IEC 60068-2-27
TEST_001610,humidity,condensation,35.47,68.21,23.26,917.06,0.522,PASS,457,2024-08-12 18:31:19.519504,ISO 16750-4
TEST_001611,vibration,shock,69.06,72.39,31.46,877.75,1.0,FAIL,137,2025-05-16 18:31:19.519531,IEC 60068-2-27
TEST_001612,vibration,mechanical_vibration,-2.99,79.96,39.28,867.29,0.845,FAIL,99,2025-01-11 18:31:19.519559,MIL-STD-810 Method 514.8
TEST_001613,temperature,low_temp,69.6,15.65,2.23,835.77,0.979,FAIL,463,2024-12-22 18:31:19.519590,MIL-STD-810 Method 502.7
TEST_001614,humidity,humidity_resistance,38.97,79.06,28.19,1008.92,0.415,PASS,245,2025-07-29 18:31:19.519618,MIL-STD-810 Method 507.7
TEST_001615,vibration,mechanical_vibration,-9.78,59.08,13.81,929.67,0.37,PASS,98,2024-09-25 18:31:19.519645,MIL-STD-810 Method 514.8
TEST_001616,temperature,thermal_shock,-38.42,21.91,28.06,921.04,0.96,FAIL,174,2024-11-03 18:31:19.519671,IEC 60068-2-14
TEST_001617,temperature,low_temp,36.94,43.22,21.7,916.93,0.513,PASS,371,2025-03-19 18:31:19.519697,MIL-STD-810 Method 502.7
TEST_001618,humidity,water_splash,14.22,33.34,40.66,825.38,0.986,FAIL,449,2024-10-13 18:31:19.519724,IEC 60529
TEST_001619,vibration,mechanical_vibration,-4.66,64.66,18.93,1038.58,0.271,PASS,458,2025-01-23 18:31:19.519751,MIL-STD-810 Method 514.8
TEST_001620,temperature,low_temp,-9.29,73.6,32.51,1115.22,0.867,FAIL,327,2025-01-25 18:31:19.519782,MIL-STD-810 Method 502.7
TEST_001621,humidity,water_splash,-33.08,77.94,39.17,904.04,1.0,FAIL,475,2025-04-27 18:31:19.519814,IEC 60529
TEST_001622,vibration,acoustic_vibration,-1.8,27.24,48.08,1125.09,0.997,FAIL,378,2025-07-23 18:31:19.519844,MIL-STD-810 Method 515.8
TEST_001623,vibration,mechanical_vibration,2.41,67.66,30.95,911.08,0.472,PASS,84,2025-05-09 18:31:19.519884,MIL-STD-810 Method 514.8
TEST_001624,humidity,humidity_resistance,-25.49,74.06,0.96,1042.8,0.324,PASS,164,2025-06-13 18:31:19.519934,MIL-STD-810 Method 507.7
TEST_001625,humidity,humidity_resistance,49.7,69.13,2.65,870.31,0.37,PASS,94,2024-10-08 18:31:19.519990,MIL-STD-810 Method 507.7
TEST_001626,humidity,water_splash,1.11,34.44,35.08,1053.43,0.498,PASS,82,2025-02-06 18:31:19.520060,IEC 60529
TEST_001627,temperature,high_temp,-1.98,41.9,48.8,1122.09,1.0,FAIL,191,2025-05-12 18:31:19.520113,MIL-STD-810 Method 501.7
TEST_001628,vibration,shock,47.78,33.69,11.17,1016.64,0.373,PASS,388,2025-07-23 18:31:19.520176,IEC 60068-2-27
TEST_001629,humidity,water_splash,4.84,86.3,38.7,928.46,0.706,FAIL,388,2024-09-06 18:31:19.520466,IEC 60529
TEST_001630,vibration,acoustic_vibration,68.52,12.49,33.29,929.24,1.0,FAIL,356,2025-04-09 18:31:19.520510,MIL-STD-810 Method 515.8
TEST_001631,vibration,mechanical_vibration,32.64,40.78,2.97,1011.58,0.128,PASS,376,2025-07-07 18:31:19.520546,MIL-STD-810 Method 514.8
TEST_001632,temperature,low_temp,16.35,89.47,11.26,851.68,0.68,PASS,48,2024-09-24 18:31:19.520578,MIL-STD-810 Method 502.7
TEST_001633,vibration,mechanical_vibration,-32.86,50.12,21.22,1019.77,0.71,FAIL,336,2025-05-04 18:31:19.520627,MIL-STD-810 Method 514.8
TEST_001634,vibration,shock,15.84,94.42,39.16,1025.89,0.881,FAIL,131,2024-11-25 18:31:19.520666,IEC 60068-2-27
TEST_001635,vibration,acoustic_vibration,-18.05,94.11,39.98,1115.09,1.0,FAIL,443,2024-08-30 18:31:19.520719,MIL-STD-810 Method 515.8
TEST_001636,humidity,water_splash,-39.97,37.8,35.57,1114.68,1.0,FAIL,203,2025-07-07 18:31:19.520766,IEC 60529
TEST_001637,temperature,high_temp,18.87,71.85,32.03,1199.99,0.891,FAIL,168,2025-02-16 18:31:19.520800,MIL-STD-810 Method 501.7
TEST_001638,vibration,shock,21.32,73.11,36.79,802.61,0.905,FAIL,209,2024-12-26 18:31:19.520836,IEC 60068-2-27
TEST_001639,vibration,acoustic_vibration,-4.75,90.21,3.85,1146.6,0.815,FAIL,41,2025-05-21 18:31:19.520873,MIL-STD-810 Method 515.8
TEST_001640,humidity,humidity_resistance,-2.06,46.14,34.84,919.81,0.65,PASS,232,2025-01-29 18:31:19.520904,MIL-STD-810 Method 507.7
TEST_001641,vibration,mechanical_vibration,-3.79,77.41,29.42,1139.93,0.619,PASS,366,2025-04-30 18:31:19.520961,MIL-STD-810 Method 514.8
TEST_001642,temperature,high_temp,53.92,82.63,32.93,1127.94,1.0,FAIL,330,2025-07-13 18:31:19.521000,MIL-STD-810 Method 501.7
TEST_001643,temperature,high_temp,60.75,39.1,13.81,1092.98,0.685,PASS,382,2025-01-23 18:31:19.521034,MIL-STD-810 Method 501.7
TEST_001644,temperature,high_temp,-5.67,80.25,33.33,872.13,1.0,FAIL,204,2025-07-31 18:31:19.521076,MIL-STD-810 Method 501.7
TEST_001645,humidity,condensation,30.17,28.26,45.71,1044.46,0.6,PASS,111,2024-12-01 18:31:19.521119,ISO 16750-4
TEST_001646,humidity,condensation,-26.59,41.88,7.85,955.25,0.306,PASS,31,2025-07-14 18:31:19.521153,ISO 16750-4
TEST_001647,temperature,thermal_shock,54.2,31.15,14.83,1116.98,0.705,FAIL,162,2025-03-20 18:31:19.521228,IEC 60068-2-14
TEST_001648,temperature,high_temp,-21.66,45.17,18.38,1063.68,0.637,PASS,474,2024-08-12 18:31:19.521289,MIL-STD-810 Method 501.7
TEST_001649,humidity,humidity_resistance,60.54,32.03,23.8,1129.96,1.0,FAIL,100,2024-10-06 18:31:19.521332,MIL-STD-810 Method 507.7
TEST_001650,humidity,humidity_resistance,-25.69,91.38,5.45,1146.43,0.97,FAIL,285,2024-08-31 18:31:19.521382,MIL-STD-810 Method 507.7
TEST_001651,vibration,shock,-35.91,62.37,23.22,1114.03,1.0,FAIL,37,2025-04-05 18:31:19.521434,IEC 60068-2-27
TEST_001652,temperature,thermal_shock,20.99,15.65,38.87,1092.09,0.46,PASS,262,2025-04-01 18:31:19.521481,IEC 60068-2-14
TEST_001653,humidity,water_splash,58.13,82.75,26.38,1081.53,0.939,FAIL,412,2025-06-19 18:31:19.521533,IEC 60529
TEST_001654,humidity,humidity_resistance,-37.65,13.77,46.11,938.94,1.0,FAIL,95,2024-09-04 18:31:19.521597,MIL-STD-810 Method 507.7
TEST_001655,humidity,water_splash,-29.09,36.93,33.92,971.54,0.737,FAIL,214,2025-05-02 18:31:19.521637,IEC 60529
TEST_001656,temperature,high_temp,-18.47,59.99,29.28,1161.37,0.797,FAIL,339,2024-10-01 18:31:19.521666,MIL-STD-810 Method 501.7
TEST_001657,temperature,thermal_shock,4.07,62.14,8.56,925.21,0.148,PASS,402,2025-03-08 18:31:19.521703,IEC 60068-2-14
TEST_001658,vibration,mechanical_vibration,28.03,18.12,0.38,931.89,0.08,PASS,162,2024-08-10 18:31:19.521736,MIL-STD-810 Method 514.8
TEST_001659,humidity,water_splash,9.75,91.16,13.55,1184.58,0.993,FAIL,298,2025-06-10 18:31:19.521775,IEC 60529
TEST_001660,humidity,humidity_resistance,-36.76,54.13,43.04,1127.7,1.0,FAIL,102,2025-06-16 18:31:19.521806,MIL-STD-810 Method 507.7
TEST_001661,vibration,mechanical_vibration,-20.06,34.5,25.64,1164.4,0.873,FAIL,210,2025-04-06 18:31:19.521838,MIL-STD-810 Method 514.8
TEST_001662,vibration,mechanical_vibration,-10.99,86.99,49.23,1188.03,1.0,FAIL,186,2024-08-30 18:31:19.521884,MIL-STD-810 Method 514.8
TEST_001663,vibration,mechanical_vibration,47.36,67.58,33.44,846.94,1.0,FAIL,219,2024-08-08 18:31:19.521918,MIL-STD-810 Method 514.8
TEST_001664,temperature,low_temp,-15.11,42.13,44.75,1059.81,0.791,FAIL,63,2025-01-25 18:31:19.521964,MIL-STD-810 Method 502.7
TEST_001665,temperature,high_temp,59.83,22.4,0.46,898.2,0.538,PASS,125,2025-06-15 18:31:19.522005,MIL-STD-810 Method 501.7
TEST_001666,temperature,low_temp,-38.26,67.77,9.71,876.33,0.933,FAIL,220,2024-09-30 18:31:19.522041,MIL-STD-810 Method 502.7
TEST_001667,humidity,humidity_resistance,-11.17,61.98,35.52,906.7,0.735,FAIL,337,2025-05-06 18:31:19.522078,MIL-STD-810 Method 507.7
TEST_001668,temperature,thermal_shock,53.92,73.27,26.25,879.25,0.81,FAIL,262,2024-10-17 18:31:19.522119,IEC 60068-2-14
TEST_001669,temperature,low_temp,-6.63,59.67,5.57,1107.48,0.324,PASS,346,2025-05-21 18:31:19.522168,MIL-STD-810 Method 502.7
TEST_001670,humidity,humidity_resistance,28.66,43.03,10.84,938.14,0.271,PASS,76,2025-04-17 18:31:19.522220,MIL-STD-810 Method 507.7
TEST_001671,vibration,shock,-10.4,53.1,22.25,1134.64,0.698,PASS,243,2025-07-31 18:31:19.522262,IEC 60068-2-27
TEST_001672,vibration,shock,-31.85,49.35,6.84,1021.59,0.4,PASS,230,2025-02-02 18:31:19.522295,IEC 60068-2-27
TEST_001673,vibration,shock,27.94,64.2,25.96,1033.48,0.316,PASS,301,2024-08-17 18:31:19.522335,IEC 60068-2-27
TEST_001674,temperature,low_temp,56.26,74.89,29.91,931.84,0.665,PASS,365,2025-05-27 18:31:19.522365,MIL-STD-810 Method 502.7
TEST_001675,temperature,low_temp,50.53,42.16,27.73,949.07,0.693,PASS,123,2025-01-12 18:31:19.522397,MIL-STD-810 Method 502.7
TEST_001676,humidity,condensation,-32.27,36.48,35.99,851.28,1.0,FAIL,215,2024-12-20 18:31:19.522440,ISO 16750-4
TEST_001677,vibration,acoustic_vibration,29.98,16.81,40.26,929.34,0.592,PASS,291,2025-05-30 18:31:19.522472,MIL-STD-810 Method 515.8
TEST_001678,temperature,high_temp,-27.72,51.3,30.33,824.02,1.0,FAIL,379,2024-09-15 18:31:19.522509,MIL-STD-810 Method 501.7
TEST_001679,temperature,thermal_shock,4.96,32.52,22.74,867.35,0.528,PASS,76,2024-11-26 18:31:19.522548,IEC 60068-2-14
TEST_001680,vibration,shock,-20.97,91.76,40.8,1111.46,1.0,FAIL,164,2025-03-13 18:31:19.522581,IEC 60068-2-27
TEST_001681,vibration,mechanical_vibration,-11.8,42.63,10.25,823.85,0.663,PASS,319,2024-10-26 18:31:19.522626,MIL-STD-810 Method 514.8
TEST_001682,humidity,humidity_resistance,67.21,72.89,5.79,1185.89,1.0,FAIL,236,2024-10-16 18:31:19.522675,MIL-STD-810 Method 507.7
TEST_001683,vibration,mechanical_vibration,69.88,90.03,4.23,900.5,1.0,FAIL,356,2025-05-18 18:31:19.522717,MIL-STD-810 Method 514.8
TEST_001684,temperature,thermal_shock,62.44,22.31,44.99,1050.81,1.0,FAIL,30,2025-07-25 18:31:19.522750,IEC 60068-2-14
TEST_001685,vibration,mechanical_vibration,-38.49,26.22,46.78,1025.2,1.0,FAIL,217,2024-09-25 18:31:19.522779,MIL-STD-810 Method 514.8
TEST_001686,vibration,acoustic_vibration,37.15,59.74,18.9,976.5,0.365,PASS,317,2025-06-29 18:31:19.522821,MIL-STD-810 Method 515.8
TEST_001687,temperature,low_temp,47.53,13.19,49.25,1064.79,0.936,FAIL,171,2025-02-03 18:31:19.522852,MIL-STD-810 Method 502.7
TEST_001688,temperature,thermal_shock,-18.27,91.53,7.94,1147.63,0.935,FAIL,288,2025-05-28 18:31:19.522883,IEC 60068-2-14
TEST_001689,temperature,high_temp,-2.77,85.11,0.56,954.98,0.25,PASS,252,2025-01-10 18:31:19.522929,MIL-STD-810 Method 501.7
TEST_001690,temperature,low_temp,29.67,59.16,0.67,1099.13,0.071,PASS,74,2025-02-03 18:31:19.522975,MIL-STD-810 Method 502.7
TEST_001691,humidity,water_splash,49.54,91.21,29.21,1060.67,0.897,FAIL,52,2025-01-09 18:31:19.523005,IEC 60529
TEST_001692,humidity,water_splash,59.49,71.12,10.11,1035.08,0.527,PASS,264,2024-10-18 18:31:19.523050,IEC 60529
TEST_001693,vibration,shock,-34.83,30.94,3.91,945.29,0.522,PASS,368,2024-10-12 18:31:19.523081,IEC 60068-2-27
TEST_001694,temperature,high_temp,-24.54,22.84,25.55,1101.69,0.834,FAIL,269,2025-01-11 18:31:19.523126,MIL-STD-810 Method 501.7
TEST_001695,vibration,mechanical_vibration,47.98,20.53,26.51,813.14,0.834,FAIL,31,2025-03-10 18:31:19.523158,MIL-STD-810 Method 514.8
TEST_001696,temperature,high_temp,-29.91,91.38,23.69,1134.61,1.0,FAIL,126,2024-08-12 18:31:19.523208,MIL-STD-810 Method 501.7
TEST_001697,vibration,acoustic_vibration,16.76,63.55,23.98,807.96,0.588,PASS,382,2024-08-19 18:31:19.523256,MIL-STD-810 Method 515.8
TEST_001698,temperature,thermal_shock,-38.84,25.98,10.76,931.95,0.828,FAIL,460,2024-11-03 18:31:19.523288,IEC 60068-2-14
TEST_001699,humidity,water_splash,47.38,79.05,26.06,943.82,0.593,PASS,33,2024-12-17 18:31:19.523326,IEC 60529
TEST_001700,humidity,humidity_resistance,-37.58,40.03,39.63,1169.53,1.0,FAIL,31,2025-01-28 18:31:19.523358,MIL-STD-810 Method 507.7
TEST_001701,temperature,high_temp,8.81,46.18,15.94,1085.94,0.29,PASS,403,2024-12-19 18:31:19.523414,MIL-STD-810 Method 501.7
TEST_001702,humidity,humidity_resistance,20.34,11.72,36.98,889.54,0.938,FAIL,452,2025-02-13 18:31:19.523467,MIL-STD-810 Method 507.7
TEST_001703,temperature,thermal_shock,-7.55,85.56,3.92,905.45,0.403,PASS,189,2025-05-17 18:31:19.523508,IEC 60068-2-14
TEST_001704,humidity,condensation,52.58,22.3,3.75,858.19,0.463,PASS,75,2025-03-29 18:31:19.523541,ISO 16750-4
TEST_001705,temperature,thermal_shock,40.62,31.79,4.84,987.69,0.198,PASS,321,2024-12-15 18:31:19.523573,IEC 60068-2-14
TEST_001706,vibration,mechanical_vibration,35.22,63.63,15.2,1178.71,0.595,PASS,126,2025-02-25 18:31:19.523605,MIL-STD-810 Method 514.8
TEST_001707,temperature,high_temp,-29.9,13.71,42.58,801.76,1.0,FAIL,475,2025-02-06 18:31:19.523659,MIL-STD-810 Method 501.7
TEST_001708,temperature,low_temp,60.87,93.93,10.96,1024.28,1.0,FAIL,326,2025-03-07 18:31:19.523708,MIL-STD-810 Method 502.7
TEST_001709,temperature,low_temp,-15.47,16.78,21.09,1129.08,0.671,PASS,241,2025-03-23 18:31:19.523756,MIL-STD-810 Method 502.7
TEST_001710,humidity,humidity_resistance,67.29,82.95,9.25,881.34,1.0,FAIL,369,2024-11-02 18:31:19.523795,MIL-STD-810 Method 507.7
TEST_001711,humidity,water_splash,63.79,40.88,45.46,858.34,1.0,FAIL,102,2024-10-04 18:31:19.523847,IEC 60529
TEST_001712,humidity,condensation,50.12,52.39,26.81,1116.47,0.746,FAIL,232,2025-01-25 18:31:19.523901,ISO 16750-4
TEST_001713,vibration,mechanical_vibration,34.94,64.41,16.0,828.59,0.599,PASS,96,2025-04-13 18:31:19.523933,MIL-STD-810 Method 514.8
TEST_001714,humidity,condensation,66.09,33.43,18.28,1047.68,0.702,FAIL,65,2025-08-04 18:31:19.523966,ISO 16750-4
TEST_001715,temperature,high_temp,-34.14,56.03,43.52,836.99,1.0,FAIL,73,2025-03-12 18:31:19.523999,MIL-STD-810 Method 501.7
TEST_001716,vibration,acoustic_vibration,-4.6,49.46,34.54,967.4,0.503,PASS,219,2024-10-25 18:31:19.524051,MIL-STD-810 Method 515.8
TEST_001717,vibration,mechanical_vibration,-23.49,48.96,31.08,853.97,1.0,FAIL,47,2025-02-06 18:31:19.524089,MIL-STD-810 Method 514.8
TEST_001718,vibration,mechanical_vibration,3.09,46.01,39.28,1030.83,0.416,PASS,61,2024-10-09 18:31:19.524120,MIL-STD-810 Method 514.8
TEST_001719,temperature,low_temp,51.71,33.26,34.82,1094.84,0.775,FAIL,257,2025-06-09 18:31:19.524151,MIL-STD-810 Method 502.7
TEST_001720,vibration,shock,19.76,70.21,24.75,1091.89,0.347,PASS,249,2024-09-13 18:31:19.524190,IEC 60068-2-27
TEST_001721,vibration,shock,7.48,40.33,9.35,873.11,0.234,PASS,417,2024-12-03 18:31:19.524223,IEC 60068-2-27
TEST_001722,humidity,humidity_resistance,29.11,12.16,36.69,1179.36,1.0,FAIL,401,2024-11-13 18:31:19.524257,MIL-STD-810 Method 507.7
TEST_001723,humidity,water_splash,10.81,79.4,10.19,898.16,0.404,PASS,46,2025-04-04 18:31:19.524288,IEC 60529
TEST_001724,vibration,shock,36.64,18.77,18.68,940.04,0.406,PASS,415,2024-11-29 18:31:19.524318,IEC 60068-2-27
TEST_001725,temperature,thermal_shock,-12.77,54.8,46.27,1069.87,0.801,FAIL,384,2025-06-05 18:31:19.524354,IEC 60068-2-14
TEST_001726,temperature,low_temp,15.11,94.47,22.81,1154.21,1.0,FAIL,291,2025-06-16 18:31:19.524387,MIL-STD-810 Method 502.7
TEST_001727,vibration,mechanical_vibration,8.29,77.64,8.49,1112.29,0.194,PASS,204,2025-01-09 18:31:19.524418,MIL-STD-810 Method 514.8
TEST_001728,vibration,mechanical_vibration,26.49,82.84,48.17,818.58,1.0,FAIL,375,2024-10-31 18:31:19.524448,MIL-STD-810 Method 514.8
TEST_001729,temperature,low_temp,7.64,86.29,20.43,1044.84,0.495,PASS,55,2025-06-21 18:31:19.524480,MIL-STD-810 Method 502.7
TEST_001730,vibration,shock,-8.28,13.1,31.41,1179.62,1.0,FAIL,391,2024-12-19 18:31:19.524510,IEC 60068-2-27
TEST_001731,temperature,low_temp,44.83,43.59,16.25,1138.62,0.582,PASS,463,2025-03-19 18:31:19.524545,MIL-STD-810 Method 502.7
TEST_001732,temperature,thermal_shock,-5.32,30.89,6.74,1143.89,0.269,PASS,226,2025-02-03 18:31:19.524576,IEC 60068-2-14
TEST_001733,vibration,mechanical_vibration,32.14,24.43,17.29,807.9,0.617,PASS,258,2024-10-01 18:31:19.524606,MIL-STD-810 Method 514.8
TEST_001734,vibration,acoustic_vibration,37.83,34.45,36.23,853.69,0.932,FAIL,122,2024-10-24 18:31:19.524638,MIL-STD-810 Method 515.8
TEST_001735,vibration,acoustic_vibration,-11.27,25.19,2.42,1080.05,0.294,PASS,435,2024-08-07 18:31:19.524684,MIL-STD-810 Method 515.8
TEST_001736,vibration,mechanical_vibration,65.16,27.72,26.29,876.26,1.0,FAIL,305,2025-02-17 18:31:19.524719,MIL-STD-810 Method 514.8
TEST_001737,vibration,mechanical_vibration,57.69,77.82,28.89,1114.15,0.797,FAIL,222,2025-04-03 18:31:19.524753,MIL-STD-810 Method 514.8
TEST_001738,temperature,low_temp,66.27,66.21,49.3,1030.76,1.0,FAIL,165,2024-09-10 18:31:19.524788,MIL-STD-810 Method 502.7
TEST_001739,temperature,high_temp,-12.83,42.91,21.81,1176.93,0.808,FAIL,215,2024-11-02 18:31:19.524822,MIL-STD-810 Method 501.7
TEST_001740,vibration,mechanical_vibration,48.93,65.35,6.4,880.91,0.429,PASS,356,2025-01-30 18:31:19.524854,MIL-STD-810 Method 514.8
TEST_001741,humidity,condensation,-38.27,26.65,18.18,1093.28,0.779,FAIL,436,2024-09-22 18:31:19.524894,ISO 16750-4
TEST_001742,humidity,condensation,-34.86,30.85,8.34,828.62,0.883,FAIL,225,2024-11-06 18:31:19.524924,ISO 16750-4
TEST_001743,vibration,shock,29.67,74.3,49.72,877.98,0.929,FAIL,377,2025-07-20 18:31:19.524962,IEC 60068-2-27
TEST_001744,vibration,mechanical_vibration,-19.98,11.99,28.03,1118.17,0.812,FAIL,149,2025-02-19 18:31:19.524996,MIL-STD-810 Method 514.8
TEST_001745,temperature,low_temp,19.86,62.49,28.26,986.16,0.302,PASS,42,2025-03-05 18:31:19.525028,MIL-STD-810 Method 502.7
TEST_001746,temperature,low_temp,33.31,62.96,48.18,1061.72,0.678,PASS,366,2024-08-29 18:31:19.525059,MIL-STD-810 Method 502.7
TEST_001747,humidity,water_splash,-36.99,73.49,34.43,1117.61,1.0,FAIL,312,2025-06-15 18:31:19.525092,IEC 60529
TEST_001748,temperature,low_temp,15.66,83.09,41.09,957.1,0.68,PASS,283,2024-10-12 18:31:19.525121,MIL-STD-810 Method 502.7
TEST_001749,temperature,high_temp,-27.07,19.8,23.53,848.34,0.853,FAIL,77,2025-04-15 18:31:19.525154,MIL-STD-810 Method 501.7
TEST_001750,vibration,acoustic_vibration,-14.85,75.41,4.28,1145.93,0.428,PASS,140,2024-10-25 18:31:19.525189,MIL-STD-810 Method 515.8
TEST_001751,temperature,high_temp,64.71,63.73,34.09,997.01,1.0,FAIL,197,2025-07-14 18:31:19.525219,MIL-STD-810 Method 501.7
TEST_001752,humidity,condensation,5.41,40.19,5.32,932.92,0.131,PASS,279,2025-03-09 18:31:19.525248,ISO 16750-4
TEST_001753,temperature,low_temp,21.63,93.2,36.29,970.95,0.869,FAIL,65,2025-04-10 18:31:19.525282,MIL-STD-810 Method 502.7
TEST_001754,temperature,low_temp,57.07,15.25,37.26,807.71,1.0,FAIL,169,2025-01-06 18:31:19.525312,MIL-STD-810 Method 502.7
TEST_001755,vibration,acoustic_vibration,-25.66,88.93,19.19,1011.44,0.74,FAIL,76,2025-02-26 18:31:19.525341,MIL-STD-810 Method 515.8
TEST_001756,temperature,low_temp,0.77,71.22,28.19,836.05,0.617,PASS,180,2025-05-15 18:31:19.525370,MIL-STD-810 Method 502.7
TEST_001757,temperature,thermal_shock,-30.75,43.62,13.03,828.94,1.0,FAIL,423,2025-03-04 18:31:19.525398,IEC 60068-2-14
TEST_001758,vibration,shock,49.11,47.19,18.9,1003.75,0.378,PASS,60,2025-06-08 18:31:19.525427,IEC 60068-2-27
TEST_001759,temperature,thermal_shock,49.99,59.9,5.06,949.69,0.324,PASS,377,2024-08-23 18:31:19.525458,IEC 60068-2-14
TEST_001760,vibration,shock,6.52,27.62,26.69,876.42,0.514,PASS,450,2025-03-24 18:31:19.525487,IEC 60068-2-27
TEST_001761,humidity,water_splash,28.43,85.96,39.58,890.22,1.0,FAIL,370,2024-09-21 18:31:19.525516,IEC 60529
TEST_001762,vibration,shock,44.61,14.31,33.16,1016.56,0.721,FAIL,251,2025-01-28 18:31:19.525554,IEC 60068-2-27
TEST_001763,temperature,thermal_shock,-18.97,82.79,21.89,1163.59,1.0,FAIL,166,2024-09-28 18:31:19.525583,IEC 60068-2-14
TEST_001764,temperature,low_temp,57.59,41.92,36.05,1044.0,0.728,FAIL,173,2025-04-10 18:31:19.525610,MIL-STD-810 Method 502.7
TEST_001765,temperature,high_temp,-2.76,19.69,21.8,1022.21,0.413,PASS,306,2024-10-22 18:31:19.525636,MIL-STD-810 Method 501.7
TEST_001766,humidity,condensation,1.44,52.94,38.78,1190.43,0.884,FAIL,228,2024-09-20 18:31:19.525662,ISO 16750-4
TEST_001767,humidity,humidity_resistance,2.1,12.51,4.75,1011.36,0.183,PASS,287,2024-11-15 18:31:19.525688,MIL-STD-810 Method 507.7
TEST_001768,vibration,shock,55.76,50.6,35.75,980.89,0.726,FAIL,272,2024-08-18 18:31:19.525714,IEC 60068-2-27
TEST_001769,vibration,shock,48.82,19.17,29.16,1100.19,0.682,PASS,384,2024-11-06 18:31:19.525742,IEC 60068-2-27
TEST_001770,temperature,thermal_shock,5.56,15.08,30.62,1072.03,0.514,PASS,348,2025-05-12 18:31:19.525768,IEC 60068-2-14
TEST_001771,humidity,humidity_resistance,64.48,76.68,5.77,1013.66,0.398,PASS,348,2024-11-05 18:31:19.525796,MIL-STD-810 Method 507.7
TEST_001772,temperature,high_temp,-34.25,42.72,48.19,1130.82,1.0,FAIL,41,2024-09-10 18:31:19.525827,MIL-STD-810 Method 501.7
TEST_001773,vibration,acoustic_vibration,-39.73,57.81,10.93,1132.86,1.0,FAIL,353,2024-08-20 18:31:19.525855,MIL-STD-810 Method 515.8
TEST_001774,humidity,humidity_resistance,31.05,40.92,24.99,1115.48,0.628,PASS,159,2024-11-05 18:31:19.525881,MIL-STD-810 Method 507.7
TEST_001775,humidity,water_splash,20.59,67.84,22.04,1090.09,0.375,PASS,225,2024-12-13 18:31:19.525907,IEC 60529
TEST_001776,temperature,thermal_shock,40.57,46.37,27.77,1199.38,0.793,FAIL,345,2025-05-08 18:31:19.525934,IEC 60068-2-14
TEST_001777,temperature,low_temp,33.23,84.98,11.54,1084.67,0.536,PASS,177,2024-08-23 18:31:19.525960,MIL-STD-810 Method 502.7
TEST_001778,humidity,condensation,-16.1,63.68,19.74,865.42,0.579,PASS,461,2025-01-21 18:31:19.525986,ISO 16750-4
TEST_001779,humidity,condensation,60.03,52.91,20.8,1003.0,0.724,FAIL,418,2024-09-06 18:31:19.526014,ISO 16750-4
TEST_001780,temperature,thermal_shock,64.21,71.27,11.46,866.39,1.0,FAIL,182,2025-01-08 18:31:19.526040,IEC 60068-2-14
TEST_001781,humidity,water_splash,22.01,31.26,32.95,1147.67,0.82,FAIL,102,2025-03-30 18:31:19.526066,IEC 60529
TEST_001782,temperature,low_temp,25.81,48.39,16.83,1087.05,0.254,PASS,53,2025-03-23 18:31:19.526101,MIL-STD-810 Method 502.7
